comm_area_num,community,SAFETY,S_SEX_FEMALE,TRUST,T_SEX_FEMALE,T_LISTEN,T_LISTEN_SEX_FEMALE,T_RESPECT,T_RESPECT_SEX_FEMALE
52,EAST SIDE,50.13270833333333,51.91229166666667,54.81,54.27354166666667,52.24395833333333,52.34479166666667,57.37625,56.20250000000001
53,WEST PULLMAN,45.27478896807879,47.723330488801,51.66978858690709,51.72145525049419,50.06708034910261,49.81978869717568,53.2716634914279,53.62458013705909
54,RIVERDALE,45.27487151474002,47.7234021740049,51.669843250490985,51.72150024272042,50.0671190730034,49.81983313316135,53.27173411178128,53.62462566504891
55,HEGEWISCH,50.132675982726276,51.91226367507171,54.80997884099531,54.27352436313981,52.24394350812062,52.34477456169755,57.37622250038283,56.20248250609496
56,GARFIELD RIDGE,52.641881513674356,52.75623169004762,65.75724780173663,66.8218636995129,64.27383838689963,65.41944634039595,67.23900581783984,68.22469554415943
57,ARCHER HEIGHTS,52.69922003213587,52.82148020027241,65.88521151102297,66.9554238762217,64.40955219746557,65.55768365531354,67.35920422853513,68.35358081864163
58,BRIGHTON PARK,49.61163262434304,49.09595705362658,61.79388412805895,62.94681544065476,59.621703062752886,60.901772008563086,63.96582752250135,64.9933869805932
60,BRIDGEPORT,48.64791806316602,47.933126397647236,60.51687655956176,61.695626503292594,58.12729314892023,59.44854310498526,62.90666830357039,63.944584901594304
61,NEW CITY,48.64791666666667,47.933125,60.516875,61.695625,58.12729166666667,59.44854166666667,62.906666666666666,63.944583333333334
62,WEST ELSDON,52.699375,52.821666666666665,65.88541666666667,66.955625,64.40979166666666,65.55791666666667,67.359375,68.35375
63,GAGE PARK,50.94958200721504,50.71035023354248,63.566769368240394,64.68382166490545,61.6964181651948,62.91928054476275,65.43626369006795,66.44940926089203
64,CLEARING,52.699371858872475,52.821663518249984,65.88541273958981,66.95562100913375,64.40978782754391,65.55791275911034,67.35937098506838,68.35374592579902
65,WEST LAWN,52.699375,52.821666666666665,65.88541666666667,66.955625,64.40979166666666,65.55791666666667,67.359375,68.35375
66,CHICAGO LAWN,52.647919900841664,52.76717839798881,65.79864605762472,66.83083521883528,64.31790585391369,65.42923378733055,67.27772842910984,68.23283270322263
67,WEST ENGLEWOOD,45.47021864960043,45.161265458040695,53.705588993863955,49.466222765225396,51.50668907550926,47.516018084474176,55.90407542394227,51.413979685430526
68,ENGLEWOOD,45.61525575146428,45.31076330418737,53.56418711309088,49.48137615841911,51.35133337258226,47.491749840056094,55.776650675541994,51.46868675270642
69,GREATER GRAND CROSSING,46.6263683112379,47.40315639020001,49.140626989842076,47.666962671346845,47.14058729084422,45.504560345408,51.14097012657323,49.82988468902108
7,LINCOLN PARK,56.646614409233436,58.18991642791599,67.6673736376356,68.61319338290885,65.12439625633735,66.36738010231203,70.2105468188043,70.858033566701
70,ASHBURN,52.382154531559245,52.54185153616367,65.08810198821749,66.03776918156333,63.607854608142645,64.59636171001735,66.56677569452573,67.47958409018855
71,AUBURN GRESHAM,47.41816343443851,48.405118808829855,51.4997428122629,50.2813198525147,50.00490177707527,48.202913919109875,52.99503653104181,52.36015342660792
72,BEVERLY,55.88625,57.00625,67.58333333333333,68.29666666666667,66.484375,67.59833333333333,68.68291666666667,68.99645833333334
73,WASHINGTON HEIGHTS,55.882690642665835,57.00268506482878,67.57670916456335,68.28928987262165,66.47758435257553,67.59039329677856,68.67645886327576,68.98964439268103
74,MOUNT GREENWOOD,55.88625,57.00625,67.58333333333333,68.29666666666667,66.484375,67.59833333333333,68.68291666666667,68.99645833333334
75,MORGAN PARK,55.884018427192,57.004297565449136,67.579987244503,68.29318151641088,66.48092308980536,67.59459534237759,68.67967609273447,68.99322602373223
76,OHARE,63.5705,65.258,77.57066666666667,77.7055,75.882,76.05300000000001,79.25966666666666,79.35816666666666
77,EDGEWATER,63.37001854455099,63.4876934772109,61.480220415424554,61.76594518174107,58.9204154374885,59.41007807144895,64.04183586386343,64.12135220674176
9,EDISON PARK,63.5705,65.258,77.57066666666667,77.7055,75.882,76.05300000000001,79.25966666666666,79.35816666666666
